Flow Card?,Bags Checked,Meal Type,Date,Flight Number,Class,Price,From,To
No,2,Vegetarian,2024-10-05,PA009,Business Class,787.1999999999999,New York,Tokyo
No,2,Dairy Free,2024-12-23,PA009,First Class,630.0,New York,Tokyo
No,3,Vegan,2024-12-04,PA011,First Class,295.0,Perth,Tokyo
No,1,Vegan,2024-07-22,PA004,Economy,3170.0,Perth,London
No,0,,2024-03-11,PA011,Business Class,560.4,Perth,Tokyo
No,3,Vegetarian,2024-05-24,PA008,First Class,553.0,Perth,New York
No,2,Egg Free,2024-02-02,PA005,Business Class,793.1999999999999,London,Tokyo
No,1,Dairy Free,2024-03-30,PA003,Premium Economy,537.5,London,Perth
No,2,,2024-10-03,PA012,Premium Economy,682.5,Tokyo,Perth
No,1,Vegan,2024-03-23,PA010,Economy,1755.0,Tokyo,New York
No,1,Dairy Free,2024-08-15,PA008,Business Class,596.4,Perth,New York
No,3,Vegan,2024-03-03,PA003,Business Class,334.8,London,Perth
No,0,Nut Free,2024-02-05,PA012,Business Class,578.4,Tokyo,Perth
No,1,Nut Free,2024-01-09,PA012,First Class,406.0,Tokyo,Perth
No,2,,2024-06-26,PA011,First Class,437.0,Perth,Tokyo
No,0,Egg Free,2024-08-08,PA008,Economy,3245.0,Perth,New York
No,2,Vegetarian,2024-03-04,PA009,Premium Economy,1440.0,New York,Tokyo
No,3,Vegan,2024-07-02,PA004,Business Class,417.59999999999997,Perth,London
No,1,Dairy Free,2024-09-09,PA011,Premium Economy,592.5,Perth,Tokyo
No,2,Dairy Free,2024-03-05,PA006,Business Class,682.8,Tokyo,London
No,1,Egg Free,2024-09-30,PA011,First Class,676.0,Perth,Tokyo
No,1,,2024-03-24,PA006,First Class,418.0,Tokyo,London
No,2,,2024-12-04,PA007,First Class,564.0,New York,Perth
No,0,Vegetarian,2024-07-28,PA001,Economy,2670.0,London,New York
No,0,Dairy Free,2024-01-06,PA011,Economy,3420.0,Perth,Tokyo
No,0,Vegetarian,2024-02-26,PA007,Business Class,596.4,New York,Perth
No,0,Egg Free,2024-06-13,PA006,Economy,2475.0,Tokyo,London
No,0,Dairy Free,2024-05-13,PA007,Business Class,355.2,New York,Perth
No,3,Dairy Free,2024-12-09,PA006,Economy,1665.0,Tokyo,London
No,0,Vegetarian,2024-07-07,PA005,First Class,225.0,London,Tokyo
No,2,Vegetarian,2024-03-15,PA002,Economy,2870.0,New York,London
No,1,,2024-05-09,PA004,Business Class,693.6,Perth,London
No,3,Vegan,2024-02-19,PA012,Premium Economy,897.5,Tokyo,Perth
No,3,Nut Free,2024-07-16,PA009,First Class,396.0,New York,Tokyo
No,0,Vegetarian,2024-07-25,PA010,Business Class,835.1999999999999,Tokyo,New York
No,2,Nut Free,2024-10-10,PA001,Premium Economy,1135.0,London,New York
No,0,Dairy Free,2024-01-10,PA005,Business Class,651.6,London,Tokyo
No,0,Dairy Free,2024-04-01,PA005,Economy,1255.0,London,Tokyo
No,2,Vegan,2024-08-10,PA004,Economy,2050.0,Perth,London
No,2,Vegan,2024-10-14,PA001,Economy,1510.0,London,New York
No,3,Dairy Free,2024-03-22,PA012,First Class,481.0,Tokyo,Perth
No,3,,2024-01-14,PA005,First Class,660.0,London,Tokyo
No,2,Vegetarian,2024-09-26,PA004,First Class,258.0,Perth,London
No,3,Dairy Free,2024-09-08,PA010,Premium Economy,877.5,Tokyo,New York
No,0,Egg Free,2024-07-18,PA002,Economy,2915.0,New York,London
No,0,Nut Free,2024-07-05,PA002,First Class,677.0,New York,London
No,2,Nut Free,2024-11-01,PA011,Economy,1745.0,Perth,Tokyo
No,2,,2024-10-17,PA005,Business Class,708.0,London,Tokyo
No,2,Egg Free,2024-03-03,PA006,Business Class,790.8,Tokyo,London
No,2,Egg Free,2024-03-10,PA012,First Class,412.0,Tokyo,Perth
No,0,,2024-01-05,PA004,First Class,251.0,Perth,London
No,3,Vegan,2024-11-28,PA009,Premium Economy,1017.5,New York,Tokyo
No,1,Dairy Free,2024-11-08,PA007,First Class,255.0,New York,Perth
No,0,Vegan,2024-01-07,PA002,Economy,3215.0,New York,London
No,0,Nut Free,2024-10-30,PA006,Premium Economy,730.0,Tokyo,London
No,3,Vegan,2024-05-14,PA003,Economy,2940.0,London,Perth
No,0,Dairy Free,2024-12-26,PA006,Premium Economy,570.0,Tokyo,London
No,3,,2024-12-26,PA009,Business Class,343.2,New York,Tokyo
No,1,,2024-02-19,PA011,Business Class,558.0,Perth,Tokyo
No,2,Vegan,2024-04-26,PA005,Economy,1645.0,London,Tokyo
No,0,Vegan,2024-11-14,PA011,First Class,435.0,Perth,Tokyo
No,2,,2024-11-12,PA009,Premium Economy,550.0,New York,Tokyo
No,0,Egg Free,2024-05-20,PA003,Business Class,399.59999999999997,London,Perth
No,2,Egg Free,2024-02-24,PA007,First Class,266.0,New York,Perth
No,0,Dairy Free,2024-07-24,PA010,First Class,560.0,Tokyo,New York
No,1,Egg Free,2024-07-24,PA001,Economy,1520.0,London,New York
No,1,Nut Free,2024-05-10,PA008,First Class,572.0,Perth,New York
No,3,Dairy Free,2024-07-27,PA005,Premium Economy,1375.0,London,Tokyo
No,3,Vegan,2024-03-23,PA005,Business Class,741.6,London,Tokyo
No,1,Vegetarian,2024-07-12,PA002,Business Class,795.6,New York,London
No,3,Vegan,2024-06-15,PA004,Business Class,433.2,Perth,London
No,1,Dairy Free,2024-01-13,PA001,Business Class,540.0,London,New York
No,2,,2024-07-07,PA011,First Class,462.0,Perth,Tokyo
No,0,Vegetarian,2024-10-15,PA010,First Class,294.0,Tokyo,New York
No,0,Nut Free,2024-11-26,PA012,Business Class,459.59999999999997,Tokyo,Perth
No,1,Vegetarian,2024-01-09,PA006,Premium Economy,640.0,Tokyo,London
No,2,Vegetarian,2024-05-14,PA011,Business Class,411.59999999999997,Perth,Tokyo
No,2,Nut Free,2024-12-23,PA009,Business Class,474.0,New York,Tokyo
No,1,Vegetarian,2024-07-01,PA009,Economy,3005.0,New York,Tokyo
No,2,Vegetarian,2024-07-27,PA004,First Class,217.0,Perth,London
No,2,Vegetarian,2024-03-14,PA005,Economy,2250.0,London,Tokyo
No,3,Egg Free,2024-11-17,PA001,First Class,519.0,London,New York
No,2,Vegan,2024-01-09,PA011,First Class,692.0,Perth,Tokyo
No,3,Nut Free,2024-08-22,PA011,Business Class,517.1999999999999,Perth,Tokyo
No,1,Egg Free,2024-08-20,PA008,Premium Economy,1292.5,Perth,New York
No,2,Vegetarian,2024-09-25,PA008,Business Class,270.0,Perth,New York
No,1,Vegetarian,2024-04-30,PA010,First Class,626.0,Tokyo,New York
No,0,,2024-04-02,PA008,First Class,634.0,Perth,New York
No,3,Vegan,2024-05-28,PA009,First Class,564.0,New York,Tokyo
No,3,Vegan,2024-07-27,PA009,Premium Economy,707.5,New York,Tokyo
No,2,,2024-03-23,PA002,Premium Economy,870.0,New York,London
No,0,Vegan,2024-12-01,PA010,Business Class,524.4,Tokyo,New York
No,0,Vegetarian,2024-07-30,PA004,First Class,437.0,Perth,London
No,0,Vegan,2024-04-01,PA011,Business Class,289.2,Perth,Tokyo
No,3,,2024-03-29,PA009,First Class,550.0,New York,Tokyo
No,2,Dairy Free,2024-07-28,PA003,Business Class,328.8,London,Perth
No,0,Nut Free,2024-05-17,PA005,Economy,3390.0,London,Tokyo
No,2,Egg Free,2024-08-31,PA006,Premium Economy,1325.0,Tokyo,London
No,2,Dairy Free,2024-01-30,PA002,First Class,699.0,New York,London
No,1,Vegetarian,2024-03-25,PA009,Business Class,313.2,New York,Tokyo
No,2,Nut Free,2024-02-13,PA005,First Class,278.0,London,Tokyo
No,2,Dairy Free,2024-09-30,PA009,Economy,1820.0,New York,Tokyo
No,0,Nut Free,2024-08-05,PA009,Economy,2055.0,New York,Tokyo
No,2,Nut Free,2024-03-08,PA012,Economy,1360.0,Tokyo,Perth
No,3,Egg Free,2024-04-23,PA003,Premium Economy,1342.5,London,Perth
No,1,,2024-01-18,PA010,Economy,1710.0,Tokyo,New York
No,1,Nut Free,2024-05-19,PA010,Economy,3180.0,Tokyo,New York
No,0,Vegan,2024-09-25,PA010,First Class,476.0,Tokyo,New York
No,3,Vegetarian,2024-01-24,PA005,Economy,2935.0,London,Tokyo
No,0,Vegan,2024-04-25,PA005,Economy,1335.0,London,Tokyo
No,1,Dairy Free,2024-07-03,PA006,Premium Economy,887.5,Tokyo,London
No,1,Nut Free,2024-03-18,PA006,First Class,335.0,Tokyo,London
No,1,Vegetarian,2024-05-28,PA009,Premium Economy,1122.5,New York,Tokyo
No,0,,2024-03-02,PA008,Premium Economy,1567.5,Perth,New York
No,0,,2024-12-15,PA004,First Class,336.0,Perth,London
No,2,Vegetarian,2024-08-29,PA004,Business Class,561.6,Perth,London
No,0,Egg Free,2024-10-09,PA007,First Class,327.0,New York,Perth
No,0,Vegan,2024-04-20,PA006,Premium Economy,507.5,Tokyo,London
No,1,Nut Free,2024-11-05,PA008,Premium Economy,620.0,Perth,New York
No,0,,2024-07-27,PA006,Business Class,793.1999999999999,Tokyo,London
No,3,Vegan,2024-06-27,PA004,Economy,1280.0,Perth,London
No,3,Vegan,2024-11-20,PA009,Business Class,613.1999999999999,New York,Tokyo
No,3,Dairy Free,2024-05-01,PA004,Economy,2500.0,Perth,London
No,1,Nut Free,2024-05-08,PA003,Premium Economy,832.5,London,Perth
No,1,Nut Free,2024-07-19,PA011,Economy,3105.0,Perth,Tokyo
No,0,,2024-07-07,PA001,Economy,2905.0,London,New York
No,1,Vegetarian,2024-11-04,PA009,Economy,1970.0,New York,Tokyo
No,0,Nut Free,2024-03-10,PA012,Economy,1965.0,Tokyo,Perth
No,2,,2024-10-20,PA009,Economy,2210.0,New York,Tokyo
No,2,Egg Free,2024-11-30,PA010,Economy,3250.0,Tokyo,New York
No,3,Dairy Free,2024-12-30,PA001,First Class,487.0,London,New York
No,0,Egg Free,2024-10-22,PA001,Economy,2960.0,London,New York
No,3,Nut Free,2024-03-27,PA004,Economy,2985.0,Perth,London
No,0,Egg Free,2024-09-17,PA009,Business Class,400.8,New York,Tokyo
No,1,Nut Free,2024-11-16,PA008,First Class,536.0,Perth,New York
No,2,Vegetarian,2024-11-23,PA001,Economy,2595.0,London,New York
No,2,Nut Free,2024-12-03,PA004,Premium Economy,802.5,Perth,London
No,1,Nut Free,2024-07-06,PA007,Economy,3465.0,New York,Perth
No,2,Vegan,2024-02-21,PA011,Economy,2505.0,Perth,Tokyo
No,1,Dairy Free,2024-05-22,PA008,First Class,451.0,Perth,New York
No,2,Vegetarian,2024-06-14,PA012,First Class,312.0,Tokyo,Perth
No,2,Dairy Free,2024-10-06,PA012,Premium Economy,510.0,Tokyo,Perth
No,3,Nut Free,2024-10-10,PA006,Premium Economy,780.0,Tokyo,London
No,3,Vegan,2024-10-30,PA001,Premium Economy,1622.5,London,New York
No,1,Dairy Free,2024-08-12,PA008,Premium Economy,792.5,Perth,New York
No,0,Vegetarian,2024-08-03,PA010,Business Class,714.0,Tokyo,New York
No,3,Vegetarian,2024-09-21,PA011,Economy,1195.0,Perth,Tokyo
No,0,Vegetarian,2024-08-19,PA009,Economy,2725.0,New York,Tokyo
No,1,Vegetarian,2024-07-20,PA011,Business Class,684.0,Perth,Tokyo
No,1,Dairy Free,2024-07-03,PA007,Business Class,278.4,New York,Perth
No,1,,2024-06-08,PA002,Business Class,283.2,New York,London
No,0,Vegan,2024-08-02,PA008,Premium Economy,1025.0,Perth,New York
No,3,Dairy Free,2024-05-17,PA009,First Class,264.0,New York,Tokyo
No,0,Vegan,2024-06-07,PA007,Business Class,470.4,New York,Perth
No,2,Vegetarian,2024-04-02,PA007,First Class,553.0,New York,Perth
No,0,Egg Free,2024-12-21,PA004,Business Class,244.79999999999998,Perth,London
No,2,Vegetarian,2024-06-05,PA010,Premium Economy,1200.0,Tokyo,New York
No,1,Vegetarian,2024-07-28,PA003,Premium Economy,730.0,London,Perth
No,3,Vegan,2024-12-15,PA012,Economy,2975.0,Tokyo,Perth
No,3,Vegan,2024-07-08,PA005,Business Class,619.1999999999999,London,Tokyo
No,3,Vegan,2024-12-09,PA008,First Class,605.0,Perth,New York
No,1,Vegetarian,2024-02-22,PA011,First Class,632.0,Perth,Tokyo
No,1,Egg Free,2024-01-18,PA004,First Class,232.0,Perth,London
No,2,Egg Free,2024-07-21,PA012,First Class,361.0,Tokyo,Perth
No,3,Egg Free,2024-04-19,PA011,Economy,1045.0,Perth,Tokyo
No,1,,2024-11-02,PA011,Business Class,744.0,Perth,Tokyo
No,1,,2024-08-07,PA010,Premium Economy,1150.0,Tokyo,New York
No,1,Dairy Free,2024-02-17,PA002,Business Class,692.4,New York,London
No,0,Dairy Free,2024-09-30,PA008,Business Class,417.59999999999997,Perth,New York
No,0,Vegetarian,2024-12-05,PA010,First Class,672.0,Tokyo,New York
No,2,Nut Free,2024-09-06,PA007,Economy,3380.0,New York,Perth
No,3,Egg Free,2024-02-17,PA002,First Class,277.0,New York,London
No,1,,2024-03-07,PA003,Business Class,596.4,London,Perth
No,0,Dairy Free,2024-04-24,PA001,Business Class,382.8,London,New York
No,1,Vegan,2024-07-30,PA002,Premium Economy,1527.5,New York,London
No,0,,2024-07-30,PA006,Premium Economy,1692.5,Tokyo,London
No,3,Egg Free,2024-07-18,PA003,Business Class,786.0,London,Perth
No,0,Dairy Free,2024-11-16,PA011,Business Class,691.1999999999999,Perth,Tokyo
No,3,Vegetarian,2024-05-28,PA008,First Class,529.0,Perth,New York
No,3,Dairy Free,2024-12-20,PA005,Premium Economy,922.5,London,Tokyo
No,3,,2024-02-22,PA001,Premium Economy,680.0,London,New York
No,0,Nut Free,2024-01-04,PA010,Business Class,577.1999999999999,Tokyo,New York
No,2,Vegan,2024-08-23,PA003,First Class,416.0,London,Perth
No,1,Egg Free,2024-04-13,PA003,Premium Economy,577.5,London,Perth
No,0,,2024-02-28,PA011,Business Class,400.8,Perth,Tokyo
No,1,Egg Free,2024-07-13,PA011,Premium Economy,1615.0,Perth,Tokyo
No,1,Egg Free,2024-03-04,PA007,Premium Economy,1665.0,New York,Perth
No,1,Dairy Free,2024-04-19,PA012,Premium Economy,1650.0,Tokyo,Perth
No,3,Dairy Free,2024-03-15,PA012,First Class,368.0,Tokyo,Perth
No,0,Vegetarian,2024-08-14,PA007,Economy,1110.0,New York,Perth
No,1,Dairy Free,2024-06-03,PA001,Economy,3140.0,London,New York
No,1,,2024-10-22,PA012,Business Class,810.0,Tokyo,Perth
No,2,Nut Free,2024-02-04,PA005,Business Class,415.2,London,Tokyo
No,1,Dairy Free,2024-08-09,PA010,Business Class,242.39999999999998,Tokyo,New York
No,2,Vegan,2024-04-12,PA010,First Class,670.0,Tokyo,New York
No,3,Vegan,2024-08-11,PA006,Premium Economy,1127.5,Tokyo,London
No,0,Dairy Free,2024-04-24,PA010,Premium Economy,1467.5,Tokyo,New York
No,2,Nut Free,2024-09-26,PA005,Premium Economy,945.0,London,Tokyo
No,0,Dairy Free,2024-01-19,PA006,Premium Economy,710.0,Tokyo,London
No,1,Nut Free,2024-09-07,PA002,First Class,571.0,New York,London
No,1,Vegan,2024-06-04,PA010,Business Class,603.6,Tokyo,New York
No,1,Egg Free,2024-12-10,PA006,First Class,358.0,Tokyo,London
No,0,Nut Free,2024-06-22,PA011,Economy,2485.0,Perth,Tokyo
No,3,,2024-10-12,PA003,First Class,398.0,London,Perth
No,3,Vegan,2024-05-01,PA004,Economy,2635.0,Perth,London
No,1,Nut Free,2024-06-25,PA012,Business Class,475.2,Tokyo,Perth
No,0,,2024-10-03,PA012,Economy,2055.0,Tokyo,Perth
No,0,Vegetarian,2024-10-08,PA006,First Class,654.0,Tokyo,London
No,0,Vegan,2024-04-15,PA008,Business Class,520.8,Perth,New York
No,2,Nut Free,2024-09-08,PA008,First Class,611.0,Perth,New York
No,0,,2024-07-26,PA005,Premium Economy,1507.5,London,Tokyo
No,0,Nut Free,2024-08-10,PA003,Business Class,632.4,London,Perth
No,2,Egg Free,2024-05-31,PA009,First Class,447.0,New York,Tokyo
No,3,Vegetarian,2024-08-01,PA004,First Class,499.0,Perth,London
No,2,Vegan,2024-02-07,PA008,Premium Economy,632.5,Perth,New York
No,0,Vegan,2024-01-13,PA010,Economy,2930.0,Tokyo,New York
No,2,Vegan,2024-02-22,PA009,Business Class,655.1999999999999,New York,Tokyo
No,2,,2024-02-17,PA007,Economy,2770.0,New York,Perth
No,2,,2024-10-22,PA004,Economy,2390.0,Perth,London
No,3,Egg Free,2024-10-18,PA002,First Class,532.0,New York,London
No,3,Nut Free,2024-07-22,PA012,Business Class,411.59999999999997,Tokyo,Perth
No,2,Vegan,2024-05-22,PA012,First Class,223.0,Tokyo,Perth
No,2,,2024-08-17,PA003,Economy,1570.0,London,Perth
No,1,Vegan,2024-02-17,PA012,Economy,1845.0,Tokyo,Perth
No,1,Dairy Free,2024-12-10,PA005,Economy,1510.0,London,Tokyo
No,1,,2024-11-08,PA003,First Class,698.0,London,Perth
No,1,,2024-03-31,PA002,Premium Economy,1397.5,New York,London
No,1,Egg Free,2024-08-25,PA002,First Class,576.0,New York,London
No,3,Dairy Free,2024-05-03,PA009,First Class,437.0,New York,Tokyo
No,0,,2024-11-12,PA005,Economy,2600.0,London,Tokyo
No,1,Egg Free,2024-01-31,PA002,First Class,328.0,New York,London
No,1,,2024-01-22,PA005,Business Class,376.8,London,Tokyo
No,0,,2024-03-07,PA001,Premium Economy,1417.5,London,New York
No,1,,2024-07-10,PA007,Economy,1695.0,New York,Perth
No,2,Dairy Free,2024-05-19,PA006,First Class,304.0,Tokyo,London
No,2,Vegan,2024-11-25,PA009,Business Class,732.0,New York,Tokyo
No,3,,2024-07-30,PA005,Premium Economy,877.5,London,Tokyo
No,2,Egg Free,2024-04-05,PA002,Business Class,820.8,New York,London
No,2,Vegan,2024-10-30,PA003,Economy,3145.0,London,Perth
No,3,Dairy Free,2024-04-06,PA009,Premium Economy,985.0,New York,Tokyo
No,3,Vegetarian,2024-11-13,PA001,Business Class,438.0,London,New York
No,1,Egg Free,2024-01-29,PA007,First Class,502.0,New York,Perth
No,2,Egg Free,2024-03-05,PA006,Economy,3315.0,Tokyo,London
No,3,Egg Free,2024-01-16,PA009,First Class,497.0,New York,Tokyo
No,2,Dairy Free,2024-02-05,PA006,Economy,1950.0,Tokyo,London
No,0,,2024-10-19,PA010,Business Class,835.1999999999999,Tokyo,New York
No,1,Nut Free,2024-08-12,PA006,First Class,229.0,Tokyo,London
No,2,Dairy Free,2024-01-22,PA007,First Class,392.0,New York,Perth
No,0,Vegetarian,2024-04-21,PA006,Business Class,736.8,Tokyo,London
No,0,Egg Free,2024-03-16,PA010,Premium Economy,790.0,Tokyo,New York
No,3,Nut Free,2024-04-21,PA006,Economy,3185.0,Tokyo,London
No,1,Nut Free,2024-02-22,PA006,Business Class,537.6,Tokyo,London
No,1,Vegan,2024-08-19,PA005,Economy,1905.0,London,Tokyo
No,0,Vegan,2024-02-27,PA002,First Class,688.0,New York,London
No,3,Vegetarian,2024-05-20,PA006,First Class,445.0,Tokyo,London
No,1,Egg Free,2024-10-22,PA001,Premium Economy,1505.0,London,New York
No,1,Vegan,2024-04-08,PA011,Economy,2285.0,Perth,Tokyo
No,1,Dairy Free,2024-06-15,PA008,First Class,385.0,Perth,New York
No,3,Vegetarian,2024-05-14,PA007,Premium Economy,922.5,New York,Perth
No,3,Egg Free,2024-10-24,PA011,Business Class,702.0,Perth,Tokyo
No,3,,2024-05-07,PA012,Business Class,730.8,Tokyo,Perth
No,3,Vegan,2024-01-18,PA003,Business Class,813.6,London,Perth
No,1,Dairy Free,2024-09-23,PA003,Economy,1890.0,London,Perth
No,2,,2024-08-17,PA011,Economy,3220.0,Perth,Tokyo
No,3,Egg Free,2024-02-15,PA002,Economy,2965.0,New York,London
No,2,Dairy Free,2024-10-01,PA010,Business Class,349.2,Tokyo,New York
No,0,Vegan,2024-11-20,PA007,Business Class,651.6,New York,Perth
No,0,Vegan,2024-12-05,PA004,Economy,1335.0,Perth,London
No,3,Nut Free,2024-01-07,PA001,Business Class,662.4,London,New York
No,0,Vegan,2024-09-25,PA009,Premium Economy,1140.0,New York,Tokyo
No,2,Vegan,2024-01-19,PA006,First Class,392.0,Tokyo,London
No,3,Vegetarian,2024-08-28,PA011,Business Class,428.4,Perth,Tokyo
No,1,Vegan,2024-12-14,PA001,Premium Economy,990.0,London,New York
No,0,,2024-10-19,PA006,Premium Economy,962.5,Tokyo,London
No,3,Vegan,2024-02-16,PA006,Business Class,402.0,Tokyo,London
No,2,,2024-01-07,PA011,First Class,368.0,Perth,Tokyo
No,3,Vegetarian,2024-08-27,PA005,First Class,516.0,London,Tokyo
No,1,Vegetarian,2024-03-27,PA010,First Class,498.0,Tokyo,New York
No,0,Nut Free,2024-06-14,PA003,Economy,1405.0,London,Perth
No,3,Nut Free,2024-08-26,PA001,First Class,571.0,London,New York
No,3,,2024-02-17,PA003,Business Class,714.0,London,Perth
No,2,Dairy Free,2024-07-10,PA004,Economy,2355.0,Perth,London
No,2,Nut Free,2024-09-05,PA003,Business Class,794.4,London,Perth
No,3,Dairy Free,2024-07-20,PA003,First Class,582.0,London,Perth
No,2,Egg Free,2024-06-23,PA010,Premium Economy,1570.0,Tokyo,New York
No,1,,2024-10-26,PA002,Premium Economy,920.0,New York,London
No,0,Vegetarian,2024-01-21,PA005,First Class,687.0,London,Tokyo
No,3,Egg Free,2024-11-23,PA007,First Class,490.0,New York,Perth
No,0,Vegan,2024-09-29,PA009,Economy,2370.0,New York,Tokyo
No,3,Nut Free,2024-05-27,PA007,Premium Economy,1252.5,New York,Perth
No,3,Vegan,2024-03-09,PA003,Premium Economy,1362.5,London,Perth
No,3,Dairy Free,2024-12-15,PA003,Business Class,644.4,London,Perth
No,3,,2024-02-12,PA001,Business Class,295.2,London,New York
No,2,Vegetarian,2024-06-24,PA010,First Class,438.0,Tokyo,New York
No,2,Vegetarian,2024-06-22,PA008,Economy,1785.0,Perth,New York
No,0,Nut Free,2024-03-27,PA006,Economy,2755.0,Tokyo,London
No,0,Vegetarian,2024-05-02,PA003,Business Class,640.8,London,Perth
No,0,Nut Free,2024-08-23,PA012,Premium Economy,557.5,Tokyo,Perth
No,3,,2024-03-31,PA002,Premium Economy,542.5,New York,London
No,0,Vegetarian,2024-11-10,PA009,First Class,293.0,New York,Tokyo
No,2,,2024-07-31,PA006,Business Class,358.8,Tokyo,London
No,1,Egg Free,2024-03-02,PA011,Business Class,711.6,Perth,Tokyo
No,3,,2024-02-03,PA012,Premium Economy,1315.0,Tokyo,Perth
No,3,Egg Free,2024-06-30,PA011,First Class,346.0,Perth,Tokyo
No,0,Egg Free,2024-02-12,PA003,Business Class,367.2,London,Perth
No,0,Vegan,2024-07-17,PA006,Business Class,612.0,Tokyo,London
No,2,Egg Free,2024-09-23,PA005,Business Class,367.2,London,Tokyo
No,2,Vegetarian,2024-09-10,PA011,Business Class,624.0,Perth,Tokyo
No,3,Vegetarian,2024-10-12,PA003,First Class,666.0,London,Perth
No,3,Dairy Free,2024-01-31,PA002,Business Class,343.2,New York,London
No,1,Vegan,2024-05-25,PA003,Economy,2395.0,London,Perth
No,0,,2024-06-20,PA005,Economy,2130.0,London,Tokyo
No,0,Nut Free,2024-09-25,PA010,Economy,2200.0,Tokyo,New York
No,2,Dairy Free,2024-09-11,PA003,Economy,3245.0,London,Perth
No,1,Vegan,2024-07-28,PA002,First Class,641.0,New York,London
No,2,Dairy Free,2024-03-05,PA011,Business Class,342.0,Perth,Tokyo
No,3,,2024-05-18,PA012,Business Class,758.4,Tokyo,Perth
No,2,Nut Free,2024-12-27,PA011,Business Class,445.2,Perth,Tokyo
No,2,Vegan,2024-01-20,PA002,Economy,2270.0,New York,London
No,0,Vegan,2024-10-03,PA005,Economy,1605.0,London,Tokyo
No,1,Vegetarian,2024-01-03,PA006,Economy,3045.0,Tokyo,London
No,1,Vegan,2024-03-07,PA005,First Class,392.0,London,Tokyo
No,1,Nut Free,2024-05-01,PA009,Premium Economy,1605.0,New York,Tokyo
No,2,Nut Free,2024-12-18,PA008,Economy,2195.0,Perth,New York
No,3,Egg Free,2024-07-05,PA002,Economy,2600.0,New York,London
No,2,,2024-10-05,PA011,First Class,583.0,Perth,Tokyo
No,0,Egg Free,2024-03-09,PA006,Business Class,426.0,Tokyo,London
No,3,Vegan,2024-10-25,PA011,First Class,432.0,Perth,Tokyo
No,3,Dairy Free,2024-03-27,PA005,Business Class,655.1999999999999,London,Tokyo
No,2,Vegan,2024-04-18,PA005,Business Class,499.2,London,Tokyo
No,1,Nut Free,2024-05-12,PA003,Premium Economy,1132.5,London,Perth
No,1,Vegetarian,2024-10-04,PA012,Business Class,750.0,Tokyo,Perth
No,0,,2024-03-03,PA006,Business Class,382.8,Tokyo,London
No,0,Vegetarian,2024-06-05,PA001,Premium Economy,995.0,London,New York
No,1,,2024-05-26,PA010,Business Class,736.8,Tokyo,New York
No,2,Vegan,2024-06-02,PA002,First Class,360.0,New York,London
No,0,,2024-01-31,PA005,Economy,3400.0,London,Tokyo
No,2,Vegan,2024-09-28,PA007,Economy,2485.0,New York,Perth
No,0,Egg Free,2024-07-22,PA001,First Class,650.0,London,New York
No,1,Vegetarian,2024-10-31,PA012,Business Class,757.1999999999999,Tokyo,Perth
No,0,,2024-07-04,PA012,Economy,2030.0,Tokyo,Perth
No,1,Dairy Free,2024-07-06,PA010,Business Class,310.8,Tokyo,New York
No,1,Vegetarian,2024-12-29,PA002,Economy,2940.0,New York,London
No,2,,2024-09-02,PA004,Premium Economy,1605.0,Perth,London
No,1,Nut Free,2024-05-24,PA008,Business Class,585.6,Perth,New York
No,2,Nut Free,2024-03-26,PA010,Premium Economy,1330.0,Tokyo,New York
No,1,Vegetarian,2024-04-16,PA001,Premium Economy,965.0,London,New York
No,2,Vegan,2024-07-28,PA007,Premium Economy,540.0,New York,Perth
No,2,Egg Free,2024-09-01,PA003,Economy,2285.0,London,Perth
No,3,Vegan,2024-11-18,PA012,First Class,280.0,Tokyo,Perth
No,2,Dairy Free,2024-07-03,PA007,Economy,2190.0,New York,Perth
No,1,Vegetarian,2024-10-30,PA005,Business Class,708.0,London,Tokyo
No,3,Nut Free,2024-06-30,PA011,Economy,3465.0,Perth,Tokyo
No,3,Nut Free,2024-07-04,PA011,First Class,317.0,Perth,Tokyo
No,0,Vegetarian,2024-10-14,PA009,Economy,3325.0,New York,Tokyo
No,1,Vegan,2024-09-11,PA004,Premium Economy,1605.0,Perth,London
No,2,Vegan,2024-09-26,PA003,First Class,651.0,London,Perth
No,0,Egg Free,2024-12-08,PA006,Premium Economy,732.5,Tokyo,London
No,2,,2024-07-11,PA008,Premium Economy,1295.0,Perth,New York
No,1,Egg Free,2024-12-25,PA008,First Class,238.0,Perth,New York
No,0,,2024-12-02,PA006,Business Class,279.59999999999997,Tokyo,London
No,1,Dairy Free,2024-01-08,PA009,Premium Economy,867.5,New York,Tokyo
No,0,Dairy Free,2024-09-22,PA002,Premium Economy,737.5,New York,London
No,2,Egg Free,2024-02-28,PA008,Economy,1170.0,Perth,New York
No,2,,2024-10-30,PA011,Premium Economy,617.5,Perth,Tokyo
No,0,Vegan,2024-07-30,PA008,Premium Economy,1560.0,Perth,New York
No,2,Nut Free,2024-12-17,PA004,Business Class,244.79999999999998,Perth,London
No,3,,2024-02-25,PA005,First Class,287.0,London,Tokyo
No,2,Nut Free,2024-12-16,PA005,Premium Economy,820.0,London,Tokyo
No,2,Egg Free,2024-11-09,PA002,Premium Economy,1012.5,New York,London
No,0,Dairy Free,2024-11-05,PA010,Business Class,544.8,Tokyo,New York
No,2,Egg Free,2024-08-13,PA011,First Class,577.0,Perth,Tokyo
No,3,,2024-06-30,PA007,Business Class,817.1999999999999,New York,Perth
