StaffID,Salary,Max Tax Rate,20% rate tax paid,40% rate tax paid,45% rate tax paid,Total Tax Paid
1479,155379.34,45% rate,7540.0,29948.0,13607.703,51095.703
2024,62279.54,40% rate,7540.0,4803.816000000001,,12343.816
1928,189108.81000000003,45% rate,7540.0,29948.0,28785.964500000013,66273.96450000002
1738,106394.68000000001,40% rate,7540.0,22449.872000000003,,29989.872000000003
2510,72943.67,40% rate,7540.0,9069.467999999999,,16609.468
2129,148513.68,45% rate,7540.0,29948.0,10518.155999999997,48006.155999999995
2359,84411.09,40% rate,7540.0,13656.436,,21196.436
2939,151465.38,45% rate,7540.0,29948.0,11846.421000000002,49334.421
2569,95303.62000000001,40% rate,7540.0,18013.448000000004,,25553.448000000004
1909,47771.49,20% rate,7040.298,,,7040.298
2794,59587.119999999995,40% rate,7540.0,3726.847999999998,,11266.847999999998
1151,133681.90000000002,45% rate,7540.0,29948.0,3843.8550000000105,41331.85500000001
1603,190086.0,45% rate,7540.0,29948.0,29225.7,66713.7
2860,183760.22,45% rate,7540.0,29948.0,26379.099000000002,63867.099
1138,149749.31,45% rate,7540.0,29948.0,11074.189499999999,48562.1895
2225,107886.56,40% rate,7540.0,23046.624,,30586.624
1547,129792.86999999998,45% rate,7540.0,29948.0,2093.7914999999916,39581.79149999999
1491,67385.67,40% rate,7540.0,6846.268,,14386.268
2056,57811.90999999999,40% rate,7540.0,3016.7639999999956,,10556.763999999996
1896,48847.54000000001,20% rate,7255.508000000002,,,7255.508000000002
1050,35818.14,20% rate,4649.628,,,4649.628
2290,60883.19,40% rate,7540.0,4245.276000000001,,11785.276000000002
2129,88648.12999999999,40% rate,7540.0,15351.251999999997,,22891.251999999997
2424,154116.43999999997,45% rate,7540.0,29948.0,13039.397999999988,50527.39799999999
1222,132344.90999999997,45% rate,7540.0,29948.0,3242.2094999999886,40730.20949999999
1025,177461.52,45% rate,7540.0,29948.0,23544.683999999997,61032.683999999994
2349,195446.30000000005,45% rate,7540.0,29948.0,31637.83500000002,69125.83500000002
2075,66260.08,40% rate,7540.0,6396.032000000001,,13936.032000000001
1602,106564.99000000002,40% rate,7540.0,22517.99600000001,,30057.99600000001
2271,105585.59999999999,40% rate,7540.0,22126.239999999998,,29666.239999999998
1246,142464.0,45% rate,7540.0,29948.0,7795.8,45283.8
1027,146155.34,45% rate,7540.0,29948.0,9456.902999999998,46944.903
2250,136046.97,45% rate,7540.0,29948.0,4908.1365000000005,42396.1365
1977,145839.61,45% rate,7540.0,29948.0,9314.824499999993,46802.824499999995
2835,51035.41,40% rate,7540.0,306.1640000000014,,7846.164000000002
2608,112420.63999999998,40% rate,7540.0,24860.255999999994,,32400.255999999994
1323,77411.59,40% rate,7540.0,10856.635999999999,,18396.636
2163,136932.67,45% rate,7540.0,29948.0,5306.701500000006,42794.7015
2130,92677.38999999998,40% rate,7540.0,16962.955999999995,,24502.955999999995
2409,20584.41,20% rate,1602.882,,,1602.882
1797,101755.91,40% rate,7540.0,20594.364,,28134.364
2332,19393.17,20% rate,1364.6339999999998,,,1364.6339999999998
1497,132424.80999999997,45% rate,7540.0,29948.0,3278.1644999999858,40766.164499999984
1809,31192.510000000002,20% rate,3724.5020000000004,,,3724.5020000000004
2094,126058.76,45% rate,7540.0,29948.0,413.4419999999977,37901.441999999995
1131,26076.909999999996,20% rate,2701.3819999999996,,,2701.3819999999996
1307,57702.72000000001,40% rate,7540.0,2973.0880000000034,,10513.088000000003
2689,131073.12,45% rate,7540.0,29948.0,2669.903999999998,40157.903999999995
1286,17706.85,20% rate,1027.3699999999997,,,1027.3699999999997
1910,168661.33000000002,45% rate,7540.0,29948.0,19584.598500000007,57072.59850000001
2475,46625.93,20% rate,6811.186000000001,,,6811.186000000001
2724,40735.280000000006,20% rate,5633.056000000001,,,5633.056000000001
2301,85618.73,40% rate,7540.0,14139.491999999998,,21679.492
1342,167681.71,45% rate,7540.0,29948.0,19143.7695,56631.769499999995
2325,89142.88999999998,40% rate,7540.0,15549.155999999995,,23089.155999999995
1546,35799.64,20% rate,4645.928,,,4645.928
2052,147070.97000000003,45% rate,7540.0,29948.0,9868.936500000014,47356.93650000001
1110,125507.89999999998,45% rate,7540.0,29948.0,165.55499999999083,37653.55499999999
2930,114514.2,40% rate,7540.0,25697.68,,33237.68
1252,44776.06999999999,20% rate,6441.213999999999,,,6441.213999999999
1810,94389.76000000001,40% rate,7540.0,17647.904000000006,,25187.904000000006
2722,48495.31999999999,20% rate,7185.0639999999985,,,7185.0639999999985
2590,153940.68000000002,45% rate,7540.0,29948.0,12960.30600000001,50448.30600000001
2294,182487.26,45% rate,7540.0,29948.0,25806.267000000003,63294.26700000001
2280,128071.4,45% rate,7540.0,29948.0,1319.1299999999974,38807.13
2990,133088.94999999998,45% rate,7540.0,29948.0,3577.0274999999924,41065.02749999999
2413,127620.76,45% rate,7540.0,29948.0,1116.3419999999976,38604.342
1608,163783.67999999996,45% rate,7540.0,29948.0,17389.655999999984,54877.65599999999
1821,16806.15,20% rate,847.2300000000004,,,847.2300000000004
2459,186224.35,45% rate,7540.0,29948.0,27487.957500000004,64975.957500000004
1133,93097.37000000001,40% rate,7540.0,17130.948000000004,,24670.948000000004
1983,32727.0,20% rate,4031.4,,,4031.4
1062,41484.62,20% rate,5782.924000000001,,,5782.924000000001
1087,32752.779999999995,20% rate,4036.555999999999,,,4036.555999999999
2210,161050.58,45% rate,7540.0,29948.0,16159.760999999995,53647.761
2150,42632.8,20% rate,6012.560000000001,,,6012.560000000001
2725,70169.2,40% rate,7540.0,7959.679999999999,,15499.68
2894,49770.55999999999,20% rate,7440.111999999998,,,7440.111999999998
2035,116507.04,40% rate,7540.0,26494.816,,34034.816
1835,64101.08,40% rate,7540.0,5532.432000000001,,13072.432
1943,124077.56,40% rate,7540.0,29523.024,,37063.024000000005
1930,151889.54,45% rate,7540.0,29948.0,12037.293000000003,49525.293000000005
2647,155412.97,45% rate,7540.0,29948.0,13622.836500000001,51110.836500000005
1114,160094.59000000003,45% rate,7540.0,29948.0,15729.565500000012,53217.56550000001
1536,83122.53000000001,40% rate,7540.0,13141.012000000006,,20681.012000000006
1973,23730.949999999997,20% rate,2232.1899999999996,,,2232.1899999999996
2721,45792.08,20% rate,6644.416000000001,,,6644.416000000001
2800,184998.81999999998,45% rate,7540.0,29948.0,26936.46899999999,64424.46899999999
2778,103264.02,40% rate,7540.0,21197.608000000004,,28737.608000000004
1597,103921.16999999998,40% rate,7540.0,21460.467999999993,,29000.467999999993
2818,81660.62999999999,40% rate,7540.0,12556.251999999997,,20096.251999999997
2312,75676.85,40% rate,7540.0,10162.740000000003,,17702.740000000005
1027,78860.55,40% rate,7540.0,11436.220000000001,,18976.22
2926,160244.05,45% rate,7540.0,29948.0,15796.822499999995,53284.822499999995
2874,52448.3,40% rate,7540.0,871.3200000000012,,8411.320000000002
1509,35725.950000000004,20% rate,4631.190000000001,,,4631.190000000001
1282,65912.87,40% rate,7540.0,6257.147999999998,,13797.147999999997
2299,123311.30000000002,40% rate,7540.0,29216.520000000008,,36756.520000000004
1733,164194.57,45% rate,7540.0,29948.0,17574.556500000002,55062.556500000006
1292,103215.29999999999,40% rate,7540.0,21178.119999999995,,28718.119999999995
1157,80678.91,40% rate,7540.0,12163.564000000002,,19703.564000000002
2326,74114.93,40% rate,7540.0,9537.971999999998,,17077.971999999998
2182,179123.24,45% rate,7540.0,29948.0,24292.457999999995,61780.458
2430,72123.28,40% rate,7540.0,8741.312,,16281.312
2117,185541.85000000003,45% rate,7540.0,29948.0,27180.832500000015,64668.83250000002
1347,48773.14,20% rate,7240.628000000001,,,7240.628000000001
2348,172395.0,45% rate,7540.0,29948.0,21264.75,58752.75
1054,117861.59,40% rate,7540.0,27036.636,,34576.636
1885,176882.30000000002,45% rate,7540.0,29948.0,23284.035000000007,60772.035
2214,162527.30999999997,45% rate,7540.0,29948.0,16824.289499999988,54312.289499999984
1643,72401.13,40% rate,7540.0,8852.452000000003,,16392.452000000005
2504,60319.91,40% rate,7540.0,4019.9640000000018,,11559.964000000002
1840,58997.850000000006,40% rate,7540.0,3491.1400000000026,,11031.140000000003
1458,126943.34,45% rate,7540.0,29948.0,811.5029999999985,38299.503
2448,101532.77999999998,40% rate,7540.0,20505.111999999994,,28045.111999999994
2815,16182.94,20% rate,722.5880000000002,,,722.5880000000002
2992,108178.55,40% rate,7540.0,23163.420000000002,,30703.420000000002
2431,180042.76,45% rate,7540.0,29948.0,24706.242000000006,62194.242000000006
1657,105906.5,40% rate,7540.0,22254.600000000002,,29794.600000000002
1052,94853.20000000001,40% rate,7540.0,17833.280000000006,,25373.280000000006
2611,50656.31999999999,40% rate,7540.0,154.52799999999698,,7694.527999999997
1786,176204.73,45% rate,7540.0,29948.0,22979.128500000006,60467.128500000006
2884,175231.74999999997,45% rate,7540.0,29948.0,22541.287499999988,60029.28749999999
1873,104311.61,40% rate,7540.0,21616.644,,29156.644
2994,111712.65,40% rate,7540.0,24577.059999999998,,32117.059999999998
1826,91641.15999999999,40% rate,7540.0,16548.463999999996,,24088.463999999996
2636,171012.77,45% rate,7540.0,29948.0,20642.746499999997,58130.746499999994
2253,164611.02000000002,45% rate,7540.0,29948.0,17761.95900000001,55249.95900000001
1971,136236.02000000002,45% rate,7540.0,29948.0,4993.209000000009,42481.20900000001
1608,112265.31,40% rate,7540.0,24798.124,,32338.124
2110,100104.40999999999,40% rate,7540.0,19933.763999999996,,27473.763999999996
1140,155661.13,45% rate,7540.0,29948.0,13734.508500000002,51222.5085
1760,159324.73,45% rate,7540.0,29948.0,15383.128500000004,52871.128500000006
1527,89835.52,40% rate,7540.0,15826.208000000002,,23366.208000000002
2352,127741.90000000001,45% rate,7540.0,29948.0,1170.8550000000039,38658.855
1960,102013.53,40% rate,7540.0,20697.412,,28237.412
2569,29866.0,20% rate,3459.2000000000003,,,3459.2000000000003
1074,173662.33,45% rate,7540.0,29948.0,21835.048499999994,59323.04849999999
2525,138347.5,45% rate,7540.0,29948.0,5943.375,43431.375
1331,134936.51,45% rate,7540.0,29948.0,4408.429500000005,41896.429500000006
1926,120441.43999999999,40% rate,7540.0,28068.575999999997,,35608.576
1898,187990.32,45% rate,7540.0,29948.0,28282.644000000004,65770.644
2752,92237.73999999999,40% rate,7540.0,16787.095999999998,,24327.095999999998
1168,110605.54999999999,40% rate,7540.0,24134.219999999998,,31674.219999999998
2168,176379.05,45% rate,7540.0,29948.0,23057.572499999995,60545.572499999995
1932,55653.119999999995,40% rate,7540.0,2153.2479999999982,,9693.247999999998
2572,33659.68000000001,20% rate,4217.9360000000015,,,4217.9360000000015
1393,170722.78999999998,45% rate,7540.0,29948.0,20512.255499999992,58000.25549999999
2712,90373.73000000001,40% rate,7540.0,16041.492000000006,,23581.492000000006
1383,44400.24,20% rate,6366.048,,,6366.048
1471,38365.28,20% rate,5159.0560000000005,,,5159.0560000000005
2910,70172.65,40% rate,7540.0,7961.059999999998,,15501.059999999998
2802,77115.37000000001,40% rate,7540.0,10738.148000000005,,18278.148000000005
1650,109927.29999999999,40% rate,7540.0,23862.92,,31402.92
1087,181285.61,45% rate,7540.0,29948.0,25265.524499999996,62753.5245
1188,165802.96999999997,45% rate,7540.0,29948.0,18298.336499999987,55786.33649999999
2253,91455.5,40% rate,7540.0,16474.2,,24014.2
1887,138100.36,45% rate,7540.0,29948.0,5832.161999999994,43320.162
1762,158466.04,45% rate,7540.0,29948.0,14996.718000000004,52484.71800000001
1856,195864.75000000003,45% rate,7540.0,29948.0,31826.137500000015,69314.13750000001
2418,65726.03999999998,40% rate,7540.0,6182.415999999992,,13722.415999999992
2842,79266.36,40% rate,7540.0,11598.544000000002,,19138.544
2873,162927.45,45% rate,7540.0,29948.0,17004.352500000005,54492.35250000001
2979,173781.32,45% rate,7540.0,29948.0,21888.594000000005,59376.594000000005
1022,73183.29000000001,40% rate,7540.0,9165.316000000004,,16705.316000000006
1848,159738.55,45% rate,7540.0,29948.0,15569.347499999994,53057.347499999996
1072,157186.84,45% rate,7540.0,29948.0,14421.078,51909.078
2445,182568.49,45% rate,7540.0,29948.0,25842.820499999998,63330.8205
2870,74745.58000000002,40% rate,7540.0,9790.232000000007,,17330.232000000007
2409,25801.429999999997,20% rate,2646.2859999999996,,,2646.2859999999996
2960,22708.239999999998,20% rate,2027.6479999999997,,,2027.6479999999997
2749,99825.94999999998,40% rate,7540.0,19822.379999999994,,27362.379999999994
1472,46179.58999999999,20% rate,6721.917999999998,,,6721.917999999998
2681,109269.95999999999,40% rate,7540.0,23599.983999999997,,31139.983999999997
2998,24647.13,20% rate,2415.4260000000004,,,2415.4260000000004
1794,77827.08,40% rate,7540.0,11022.832000000002,,18562.832000000002
2602,26803.78,20% rate,2846.756,,,2846.756
1327,60818.600000000006,40% rate,7540.0,4219.440000000002,,11759.440000000002
1554,196219.44000000003,45% rate,7540.0,29948.0,31985.748000000014,69473.74800000002
2913,86590.48999999999,40% rate,7540.0,14528.195999999996,,22068.195999999996
1481,130781.21999999999,45% rate,7540.0,29948.0,2538.548999999994,40026.54899999999
2752,12903.840000000002,20% rate,66.7680000000004,,,66.7680000000004
1830,140374.2,45% rate,7540.0,29948.0,6855.390000000006,44343.39000000001
2197,40325.49,20% rate,5551.098,,,5551.098
2881,178822.18999999997,45% rate,7540.0,29948.0,24156.985499999988,61644.98549999999
2470,137664.23,45% rate,7540.0,29948.0,5635.903500000005,43123.90350000001
2129,120658.06999999999,40% rate,7540.0,28155.228,,35695.228
2433,19408.799999999996,20% rate,1367.7599999999993,,,1367.7599999999993
1711,62290.65,40% rate,7540.0,4808.260000000001,,12348.260000000002
1543,130118.34,45% rate,7540.0,29948.0,2240.2529999999983,39728.253
1442,114305.95,40% rate,7540.0,25614.38,,33154.380000000005
2503,33885.09,20% rate,4263.017999999999,,,4263.017999999999
2930,194301.33,45% rate,7540.0,29948.0,31122.598499999996,68610.5985
2405,81826.25000000001,40% rate,7540.0,12622.500000000007,,20162.500000000007
1644,80381.17000000001,40% rate,7540.0,12044.468000000006,,19584.468000000008
2895,62270.60000000001,40% rate,7540.0,4800.240000000005,,12340.240000000005
1476,26759.9,20% rate,2837.9800000000005,,,2837.9800000000005
1170,48438.36,20% rate,7173.6720000000005,,,7173.6720000000005
2714,149629.82,45% rate,7540.0,29948.0,11020.419000000004,48508.419
2156,172113.44,45% rate,7540.0,29948.0,21138.048000000003,58626.048
1814,166483.80000000002,45% rate,7540.0,29948.0,18604.71000000001,56092.71000000001
1556,166750.91000000003,45% rate,7540.0,29948.0,18724.909500000016,56212.909500000016
2370,38235.18999999999,20% rate,5133.037999999998,,,5133.037999999998
1583,110592.01,40% rate,7540.0,24128.804,,31668.804
2227,82137.0,40% rate,7540.0,12746.800000000001,,20286.800000000003
2930,140905.08,45% rate,7540.0,29948.0,7094.285999999995,44582.28599999999
2245,56684.61,40% rate,7540.0,2565.8440000000005,,10105.844000000001
2185,33109.31999999999,20% rate,4107.863999999999,,,4107.863999999999
1421,91709.37,40% rate,7540.0,16575.748,,24115.748
1669,89039.54000000001,40% rate,7540.0,15507.816000000004,,23047.816000000006
1297,58742.09,40% rate,7540.0,3388.835999999999,,10928.836
1089,122534.51999999999,40% rate,7540.0,28905.807999999997,,36445.808
2253,176495.78000000003,45% rate,7540.0,29948.0,23110.101000000013,60598.10100000001
1024,121079.03000000001,40% rate,7540.0,28323.61200000001,,35863.61200000001
1577,28771.410000000003,20% rate,3240.282000000001,,,3240.282000000001
1934,143868.04,45% rate,7540.0,29948.0,8427.618000000004,45915.618
1402,190843.64,45% rate,7540.0,29948.0,29566.638000000006,67054.638
1968,154318.35,45% rate,7540.0,29948.0,13130.257500000003,50618.25750000001
1596,75106.59,40% rate,7540.0,9934.635999999999,,17474.636
1492,54724.17999999999,40% rate,7540.0,1781.6719999999973,,9321.671999999997
2695,38587.38,20% rate,5203.476,,,5203.476
2142,143210.99,45% rate,7540.0,29948.0,8131.945499999996,45619.945499999994
2641,113523.73000000003,40% rate,7540.0,25301.492000000013,,32841.49200000001
2836,135456.18,45% rate,7540.0,29948.0,4642.280999999997,42130.280999999995
1417,119709.72999999998,40% rate,7540.0,27775.891999999993,,35315.89199999999
1945,159641.7,45% rate,7540.0,29948.0,15525.765000000005,53013.76500000001
1112,153295.97999999998,45% rate,7540.0,29948.0,12670.190999999992,50158.19099999999
1651,13201.180000000002,20% rate,126.23600000000043,,,126.23600000000043
1479,32503.21,20% rate,3986.642,,,3986.642
2045,107835.33,40% rate,7540.0,23026.132,,30566.132
1670,182674.44,45% rate,7540.0,29948.0,25890.498000000003,63378.49800000001
2986,47609.88,20% rate,7007.976,,,7007.976
2532,67997.98999999999,40% rate,7540.0,7091.195999999996,,14631.195999999996
1166,92260.9,40% rate,7540.0,16796.359999999997,,24336.359999999997
1376,75110.31,40% rate,7540.0,9936.124,,17476.124
2657,71079.40999999999,40% rate,7540.0,8323.763999999996,,15863.763999999996
2279,83034.73000000001,40% rate,7540.0,13105.892000000005,,20645.892000000007
2840,133503.16,45% rate,7540.0,29948.0,3763.422000000002,41251.422
2296,86333.18,40% rate,7540.0,14425.271999999997,,21965.271999999997
2844,44123.12,20% rate,6310.624000000001,,,6310.624000000001
2133,189591.53,45% rate,7540.0,29948.0,29003.1885,66491.1885
1041,167224.82000000004,45% rate,7540.0,29948.0,18938.169000000016,56426.169000000016
1096,87449.75,40% rate,7540.0,14871.900000000001,,22411.9
2963,33448.46000000001,20% rate,4175.692000000002,,,4175.692000000002
2084,64963.7,40% rate,7540.0,5877.48,,13417.48
1082,65714.25,40% rate,7540.0,6177.700000000001,,13717.7
1058,124332.10999999999,40% rate,7540.0,29624.843999999997,,37164.844
2820,27443.78,20% rate,2974.756,,,2974.756
1194,83234.72,40% rate,7540.0,13185.888,,20725.888
1945,146556.37,45% rate,7540.0,29948.0,9637.366499999998,47125.3665
2617,98406.21000000002,40% rate,7540.0,19254.484000000008,,26794.484000000008
1259,119090.63,40% rate,7540.0,27528.252000000004,,35068.25200000001
1504,22264.07,20% rate,1938.814,,,1938.814
1398,55117.1,40% rate,7540.0,1938.8399999999995,,9478.84
1055,173235.51,45% rate,7540.0,29948.0,21642.979500000005,59130.9795
2055,103091.55999999997,40% rate,7540.0,21128.62399999999,,28668.62399999999
1258,62898.20999999999,40% rate,7540.0,5051.283999999997,,12591.283999999996
1611,28832.740000000005,20% rate,3252.548000000001,,,3252.548000000001
2311,43742.65,20% rate,6234.530000000001,,,6234.530000000001
1606,105955.04000000002,40% rate,7540.0,22274.01600000001,,29814.01600000001
2395,86834.71,40% rate,7540.0,14625.884000000004,,22165.884000000005
2766,188978.37000000002,45% rate,7540.0,29948.0,28727.266500000012,66215.26650000001
1956,127095.65000000002,45% rate,7540.0,29948.0,880.0425000000105,38368.04250000001
2179,184967.61,45% rate,7540.0,29948.0,26922.424499999994,64410.424499999994
2979,90823.15,40% rate,7540.0,16221.259999999998,,23761.26
1221,133195.62999999998,45% rate,7540.0,29948.0,3625.033499999989,41113.03349999999
2402,52684.07000000001,40% rate,7540.0,965.6280000000029,,8505.628000000002
1879,97968.09999999999,40% rate,7540.0,19079.239999999998,,26619.239999999998
1906,141320.58999999997,45% rate,7540.0,29948.0,7281.265499999986,44769.26549999999
1129,94177.72999999998,40% rate,7540.0,17563.091999999993,,25103.091999999993
1109,73755.92,40% rate,7540.0,9394.368,,16934.368000000002
2323,23017.749999999996,20% rate,2089.5499999999993,,,2089.5499999999993
2584,53038.05,40% rate,7540.0,1107.2200000000012,,8647.220000000001
2100,139397.05,45% rate,7540.0,29948.0,6415.672499999995,43903.67249999999
2165,48466.170000000006,20% rate,7179.234000000001,,,7179.234000000001
1060,176328.15999999997,45% rate,7540.0,29948.0,23034.671999999988,60522.67199999999
2563,54538.119999999995,40% rate,7540.0,1707.2479999999982,,9247.247999999998
2521,150540.37,45% rate,7540.0,29948.0,11430.166499999998,48918.1665
2974,23172.14,20% rate,2120.428,,,2120.428
2202,192445.88,45% rate,7540.0,29948.0,30287.646000000004,67775.64600000001
1094,51082.34999999999,40% rate,7540.0,324.93999999999653,,7864.939999999997
2413,62634.35,40% rate,7540.0,4945.74,,12485.74
1007,128084.63,45% rate,7540.0,29948.0,1325.0835000000022,38813.0835
1422,163852.93,45% rate,7540.0,29948.0,17420.818499999998,54908.818499999994
2474,103831.26,40% rate,7540.0,21424.504,,28964.504
1336,190542.16999999998,45% rate,7540.0,29948.0,29430.976499999993,66918.97649999999
2580,134993.49,45% rate,7540.0,29948.0,4434.070499999996,41922.070499999994
2528,136358.79,45% rate,7540.0,29948.0,5048.455500000004,42536.455500000004
1674,151027.49,45% rate,7540.0,29948.0,11649.370499999995,49137.3705
1813,179082.65,45% rate,7540.0,29948.0,24274.192499999997,61762.1925
2390,78796.37999999999,40% rate,7540.0,11410.551999999996,,18950.551999999996
2124,122329.63000000002,40% rate,7540.0,28823.85200000001,,36363.85200000001
2272,40306.92,20% rate,5547.384,,,5547.384
2936,150004.16,45% rate,7540.0,29948.0,11188.872000000001,48676.872
1284,156131.81,45% rate,7540.0,29948.0,13946.314499999999,51434.3145
2560,152650.84999999998,45% rate,7540.0,29948.0,12379.88249999999,49867.88249999999
2938,123837.45,40% rate,7540.0,29426.98,,36966.979999999996
2423,86661.01999999999,40% rate,7540.0,14556.407999999996,,22096.407999999996
2071,158961.62,45% rate,7540.0,29948.0,15219.728999999998,52707.729
1287,198031.75000000003,45% rate,7540.0,29948.0,32801.28750000001,70289.2875
1885,48561.38999999999,20% rate,7198.277999999998,,,7198.277999999998
2239,96720.64000000001,40% rate,7540.0,18580.256000000005,,26120.256000000005
1507,80874.71000000002,40% rate,7540.0,12241.88400000001,,19781.88400000001
1077,167418.58,45% rate,7540.0,29948.0,19025.360999999994,56513.36099999999
2583,124095.73000000001,40% rate,7540.0,29530.292000000005,,37070.292
1074,32779.53,20% rate,4041.906,,,4041.906
2660,116967.84999999998,40% rate,7540.0,26679.139999999992,,34219.13999999999
2065,109244.51,40% rate,7540.0,23589.804,,31129.804
2745,36363.23,20% rate,4758.646000000001,,,4758.646000000001
2474,139616.38999999998,45% rate,7540.0,29948.0,6514.375499999994,44002.375499999995
1701,102302.61,40% rate,7540.0,20813.044,,28353.044
1564,150841.41,45% rate,7540.0,29948.0,11565.634500000002,49053.6345
2199,97655.92000000001,40% rate,7540.0,18954.368000000006,,26494.368000000006
2230,185659.71999999997,45% rate,7540.0,29948.0,27233.87399999999,64721.87399999999
2928,156023.69,45% rate,7540.0,29948.0,13897.660500000002,51385.6605
2754,18022.980000000003,20% rate,1090.5960000000007,,,1090.5960000000007
1526,43711.88,20% rate,6228.376,,,6228.376
2738,171191.12,45% rate,7540.0,29948.0,20723.003999999997,58211.004
1268,158963.43,45% rate,7540.0,29948.0,15220.543499999998,52708.5435
2886,93440.22,40% rate,7540.0,17268.088,,24808.088
2595,179070.84000000003,45% rate,7540.0,29948.0,24268.87800000001,61756.87800000001
1483,142213.72,45% rate,7540.0,29948.0,7683.174000000001,45171.174
2893,149931.57,45% rate,7540.0,29948.0,11156.206500000004,48644.2065
1496,95863.50999999998,40% rate,7540.0,18237.40399999999,,25777.40399999999
2030,56303.74999999999,40% rate,7540.0,2413.4999999999973,,9953.499999999996
1546,39415.829999999994,20% rate,5369.165999999999,,,5369.165999999999
1663,52615.1,40% rate,7540.0,938.0399999999995,,8478.039999999999
1262,25147.219999999998,20% rate,2515.4439999999995,,,2515.4439999999995
1505,177313.4,45% rate,7540.0,29948.0,23478.03,60966.03
2071,85148.93000000001,40% rate,7540.0,13951.572000000004,,21491.572000000004
2113,188342.75,45% rate,7540.0,29948.0,28441.2375,65929.2375
2592,152512.30999999997,45% rate,7540.0,29948.0,12317.539499999986,49805.539499999984
2301,108741.57000000002,40% rate,7540.0,23388.62800000001,,30928.62800000001
2030,110025.68000000001,40% rate,7540.0,23902.272000000004,,31442.272000000004
2392,148677.77,45% rate,7540.0,29948.0,10591.996499999996,48079.996499999994
1819,186804.69999999998,45% rate,7540.0,29948.0,27749.114999999994,65237.11499999999
2022,63795.409999999996,40% rate,7540.0,5410.163999999999,,12950.163999999999
1285,41350.65,20% rate,5756.130000000001,,,5756.130000000001
1204,35218.05,20% rate,4529.610000000001,,,4529.610000000001
1979,68255.61,40% rate,7540.0,7194.244000000001,,14734.244
2584,108754.33,40% rate,7540.0,23393.732000000004,,30933.732000000004
2932,82838.36,40% rate,7540.0,13027.344000000001,,20567.344
1146,107295.73000000001,40% rate,7540.0,22810.292000000005,,30350.292000000005
2499,37835.14,20% rate,5053.028,,,5053.028
2606,39217.74,20% rate,5329.548,,,5329.548
2235,106340.08999999997,40% rate,7540.0,22428.03599999999,,29968.03599999999
1026,80955.64000000001,40% rate,7540.0,12274.256000000007,,19814.25600000001
1907,22413.909999999996,20% rate,1968.7819999999992,,,1968.7819999999992
2231,153603.62000000002,45% rate,7540.0,29948.0,12808.629000000012,50296.629000000015
2089,57328.229999999996,40% rate,7540.0,2823.2919999999986,,10363.291999999998
1799,182109.19,45% rate,7540.0,29948.0,25636.1355,63124.135500000004
1633,142298.54,45% rate,7540.0,29948.0,7721.3430000000035,45209.343
2028,139169.38,45% rate,7540.0,29948.0,6313.221000000002,43801.221000000005
2834,130696.87000000001,45% rate,7540.0,29948.0,2500.5915000000045,39988.5915
2533,51302.86,40% rate,7540.0,413.14400000000023,,7953.144
1352,78842.92,40% rate,7540.0,11429.168,,18969.167999999998
2139,27652.95,20% rate,3016.59,,,3016.59
1546,14973.780000000002,20% rate,480.75600000000054,,,480.75600000000054
2478,122319.45999999999,40% rate,7540.0,28819.784,,36359.784
2959,171912.99999999997,45% rate,7540.0,29948.0,21047.849999999988,58535.84999999999
1092,20645.309999999998,20% rate,1615.0619999999997,,,1615.0619999999997
2453,78806.94,40% rate,7540.0,11414.776000000002,,18954.776
2760,103621.62000000001,40% rate,7540.0,21340.648000000005,,28880.648000000005
1208,59537.68000000001,40% rate,7540.0,3707.0720000000033,,11247.072000000004
1845,142600.87,45% rate,7540.0,29948.0,7857.391499999998,45345.3915
1978,17134.850000000002,20% rate,912.9700000000005,,,912.9700000000005
2456,54194.39,40% rate,7540.0,1569.7559999999999,,9109.756
2370,159967.53,45% rate,7540.0,29948.0,15672.3885,53160.3885
1494,45197.79000000001,20% rate,6525.558000000002,,,6525.558000000002
1152,88558.29,40% rate,7540.0,15315.315999999999,,22855.316
2921,103222.25,40% rate,7540.0,21180.9,,28720.9
1790,29517.06,20% rate,3389.4120000000003,,,3389.4120000000003
2861,132402.07,45% rate,7540.0,29948.0,3267.9315000000033,40755.931500000006
2569,184253.07999999996,45% rate,7540.0,29948.0,26600.88599999998,64088.885999999984
1073,145566.33,45% rate,7540.0,29948.0,9191.848499999995,46679.84849999999
1188,144117.96,45% rate,7540.0,29948.0,8540.081999999997,46028.081999999995
2661,142647.06999999998,45% rate,7540.0,29948.0,7878.181499999991,45366.18149999999
2887,127896.05,45% rate,7540.0,29948.0,1240.2225000000014,38728.2225
1092,98903.71,40% rate,7540.0,19453.484000000004,,26993.484000000004
2701,132078.78999999998,45% rate,7540.0,29948.0,3122.4554999999905,40610.45549999999
2357,95906.26000000001,40% rate,7540.0,18254.504000000004,,25794.504000000004
1030,27611.88,20% rate,3008.376,,,3008.376
2435,191151.27,45% rate,7540.0,29948.0,29705.071499999995,67193.07149999999
1248,96283.79,40% rate,7540.0,18405.516,,25945.516
1929,61660.600000000006,40% rate,7540.0,4556.2400000000025,,12096.240000000002
2615,71241.64,40% rate,7540.0,8388.656,,15928.656
2468,60485.77000000001,40% rate,7540.0,4086.3080000000045,,11626.308000000005
1582,35525.84,20% rate,4591.168,,,4591.168
1798,120402.94,40% rate,7540.0,28053.176000000003,,35593.17600000001
